"OrderNumber";"OrderDate";"CustomerTable_CustomerID";"OrderType";"Address_AddressID"
1918;"2017-09-08 00:00:00";42;"Sales";97
1919;"2017-07-20 00:00:00";10;"Sales";100
1920;"2017-09-21 00:00:00";12;"Sales";85
1921;"2017-06-07 00:00:00";25;"Sales";73
1922;"2017-04-21 00:00:00";91;"Sales";50
1923;"2017-12-07 00:00:00";45;"Sales";27
1924;"2017-12-17 00:00:00";62;"Sales";28
1925;"2017-08-21 00:00:00";13;"Sales";46
1926;"2017-10-15 00:00:00";92;"Sales";75
1927;"2017-10-17 00:00:00";20;"Sales";36
1928;"2017-12-13 00:00:00";2;"Sales";19
1929;"2017-09-12 00:00:00";24;"Sales";55
1930;"2017-01-20 00:00:00";43;"Sales";70
1931;"2017-03-12 00:00:00";48;"Sales";31
1932;"2017-09-16 00:00:00";67;"Sales";77
1933;"2017-10-21 00:00:00";52;"Sales";33
1934;"2017-02-12 00:00:00";26;"Sales";92
1935;"2017-06-05 00:00:00";6;"Sales";16
1936;"2017-11-21 00:00:00";28;"Sales";84
1937;"2017-04-12 00:00:00";56;"Sales";36
1938;"2017-01-17 00:00:00";93;"Sales";85
1939;"2017-08-03 00:00:00";52;"Sales";53
1940;"2017-10-08 00:00:00";80;"Sales";28
1941;"2017-09-15 00:00:00";87;"Sales";3
1942;"2017-12-25 00:00:00";22;"Sales";69
1943;"2017-05-17 00:00:00";62;"Sales";77
1944;"2017-11-24 00:00:00";100;"Sales";88
1945;"2017-10-21 00:00:00";80;"Sales";44
1946;"2017-11-05 00:00:00";52;"Sales";80
1947;"2017-12-25 00:00:00";43;"Sales";64
1948;"2017-03-13 00:00:00";55;"Sales";4
1949;"2017-06-26 00:00:00";16;"Sales";73
1950;"2017-03-20 00:00:00";20;"Sales";51
1951;"2017-07-07 00:00:00";73;"Sales";79
1952;"2017-08-21 00:00:00";62;"Sales";88
1953;"2017-11-19 00:00:00";38;"Sales";10
1954;"2017-02-06 00:00:00";58;"Sales";21
1955;"2017-09-07 00:00:00";74;"Sales";38
1956;"2017-12-06 00:00:00";37;"Sales";61
1957;"2017-10-23 00:00:00";77;"Sales";76
1958;"2017-07-20 00:00:00";55;"Sales";87
1959;"2017-02-25 00:00:00";30;"Sales";19
1960;"2017-10-19 00:00:00";54;"Sales";4
1961;"2017-09-25 00:00:00";4;"Sales";63
1962;"2017-01-11 00:00:00";68;"Sales";38
1963;"2017-09-08 00:00:00";26;"Sales";87
1964;"2017-02-20 00:00:00";55;"Sales";2
1965;"2017-04-15 00:00:00";83;"Sales";50
1966;"2017-12-07 00:00:00";26;"Sales";71
1967;"2017-02-07 00:00:00";47;"Sales";68
1968;"2017-03-12 00:00:00";68;"Sales";2
1969;"2017-06-24 00:00:00";46;"Sales";18
1970;"2017-04-23 00:00:00";15;"Sales";22
1971;"2017-01-08 00:00:00";62;"Sales";71
1972;"2017-04-07 00:00:00";60;"Sales";60
1973;"2017-02-06 00:00:00";6;"Sales";45
1974;"2017-02-03 00:00:00";79;"Sales";82
1975;"2017-09-09 00:00:00";64;"Sales";86
1976;"2017-09-13 00:00:00";92;"Sales";38
1977;"2017-10-12 00:00:00";66;"Sales";39
1978;"2017-12-13 00:00:00";79;"Sales";72
1979;"2017-02-13 00:00:00";19;"Sales";63
1980;"2017-08-03 00:00:00";21;"Sales";2
1981;"2017-02-17 00:00:00";84;"Sales";99
1982;"2017-07-21 00:00:00";66;"Sales";39
1983;"2017-12-16 00:00:00";41;"Sales";19
1984;"2017-02-07 00:00:00";51;"Sales";90
1985;"2017-11-18 00:00:00";4;"Sales";43
1986;"2017-12-16 00:00:00";12;"Sales";72
1987;"2017-01-16 00:00:00";56;"Sales";87
1988;"2017-05-19 00:00:00";43;"Sales";59
1989;"2017-09-14 00:00:00";55;"Sales";31
1990;"2017-11-04 00:00:00";34;"Sales";5
1991;"2017-10-12 00:00:00";51;"Sales";65
1992;"2017-12-10 00:00:00";53;"Sales";74
1993;"2017-06-25 00:00:00";79;"Sales";25
1994;"2017-11-07 00:00:00";30;"Sales";84
1995;"2017-09-26 00:00:00";83;"Sales";69
1996;"2017-09-11 00:00:00";76;"Sales";68
1997;"2017-09-03 00:00:00";96;"Sales";77
1998;"2017-12-17 00:00:00";16;"Sales";92
1999;"2017-12-02 00:00:00";82;"Sales";24
2000;"2017-07-07 00:00:00";29;"Sales";8
2001;"2017-10-23 00:00:00";60;"Sales";100
2002;"2017-06-06 00:00:00";27;"Sales";57
2003;"2017-06-10 00:00:00";58;"Sales";97
2004;"2017-02-18 00:00:00";2;"Sales";47
2005;"2017-09-08 00:00:00";74;"Sales";47
2006;"2017-11-11 00:00:00";26;"Sales";15
2007;"2017-08-23 00:00:00";84;"Sales";22
2008;"2017-03-26 00:00:00";18;"Sales";82
2009;"2017-09-11 00:00:00";99;"Sales";42
2010;"2017-06-09 00:00:00";95;"Sales";9
2011;"2017-11-10 00:00:00";19;"Sales";5
2012;"2017-03-04 00:00:00";22;"Sales";31
2013;"2017-06-25 00:00:00";61;"Sales";5
2014;"2017-04-07 00:00:00";20;"Sales";63
2015;"2017-04-25 00:00:00";23;"Sales";74
2016;"2017-02-26 00:00:00";99;"Sales";99
2017;"2017-12-03 00:00:00";19;"Sales";87
2018;"2017-11-25 00:00:00";9;"Sales";9
2019;"2017-09-18 00:00:00";64;"Sales";84
2020;"2017-04-07 00:00:00";4;"Sales";85
2021;"2017-11-07 00:00:00";80;"Sales";26
2022;"2017-01-21 00:00:00";85;"Sales";40
2023;"2017-06-16 00:00:00";33;"Sales";54
2024;"2017-08-26 00:00:00";91;"Sales";100
2025;"2017-12-02 00:00:00";12;"Sales";88
2026;"2017-10-11 00:00:00";99;"Sales";78
2027;"2017-05-02 00:00:00";95;"Sales";3
2028;"2017-09-23 00:00:00";66;"Sales";9
2029;"2017-10-05 00:00:00";37;"Sales";91
2030;"2017-09-03 00:00:00";22;"Sales";33
2031;"2017-02-12 00:00:00";43;"Sales";95
2032;"2017-02-14 00:00:00";89;"Sales";33
2033;"2017-02-08 00:00:00";49;"Sales";26
2034;"2017-12-06 00:00:00";99;"Sales";66
2035;"2017-11-15 00:00:00";89;"Sales";8
2036;"2017-11-25 00:00:00";68;"Sales";62
2037;"2017-07-02 00:00:00";49;"Sales";10
2038;"2017-09-21 00:00:00";19;"Sales";59
2039;"2017-10-07 00:00:00";14;"Sales";29
2040;"2017-08-07 00:00:00";1;"Sales";83
2041;"2017-04-23 00:00:00";39;"Sales";54
2042;"2017-02-11 00:00:00";40;"Sales";9
2043;"2017-10-04 00:00:00";82;"Sales";12
2044;"2017-06-08 00:00:00";56;"Sales";64
2045;"2017-02-19 00:00:00";6;"Sales";89
2046;"2017-09-16 00:00:00";65;"Sales";56
2047;"2017-11-08 00:00:00";79;"Sales";50
2048;"2017-09-10 00:00:00";96;"Sales";69
2049;"2017-07-04 00:00:00";28;"Sales";99
2050;"2017-07-16 00:00:00";96;"Sales";58
2051;"2017-02-15 00:00:00";10;"Sales";85
2052;"2017-01-26 00:00:00";96;"Sales";83
2053;"2017-10-20 00:00:00";42;"Sales";5
2054;"2017-05-07 00:00:00";88;"Sales";4
2055;"2017-08-18 00:00:00";17;"Sales";38
2056;"2017-07-20 00:00:00";78;"Sales";35
2057;"2017-09-15 00:00:00";22;"Sales";75
2058;"2017-04-22 00:00:00";88;"Sales";75
2059;"2017-09-09 00:00:00";30;"Sales";95
2060;"2017-02-08 00:00:00";11;"Sales";2
2061;"2017-03-07 00:00:00";50;"Sales";40
2062;"2017-03-24 00:00:00";8;"Sales";37
2063;"2017-12-07 00:00:00";29;"Sales";74
2064;"2017-09-25 00:00:00";21;"Sales";90
2065;"2017-10-05 00:00:00";15;"Sales";47
2066;"2017-10-16 00:00:00";11;"Sales";8
2067;"2017-07-18 00:00:00";99;"Sales";2
2068;"2017-12-11 00:00:00";65;"Sales";56
2069;"2017-03-13 00:00:00";18;"Sales";9
2070;"2017-11-03 00:00:00";58;"Sales";5
2071;"2017-11-12 00:00:00";13;"Sales";88
2072;"2017-03-03 00:00:00";32;"Sales";33
2073;"2017-10-26 00:00:00";92;"Sales";7
2074;"2017-08-20 00:00:00";67;"Sales";37
2075;"2017-02-22 00:00:00";45;"Sales";1
2076;"2017-07-02 00:00:00";96;"Sales";31
2077;"2017-07-21 00:00:00";18;"Sales";16
2078;"2017-12-21 00:00:00";75;"Sales";96
2079;"2017-03-22 00:00:00";23;"Sales";4
2080;"2017-05-15 00:00:00";19;"Sales";38
2081;"2017-02-21 00:00:00";71;"Sales";9
2082;"2017-12-02 00:00:00";13;"Sales";52
2083;"2017-05-15 00:00:00";27;"Sales";18
2084;"2017-11-22 00:00:00";54;"Sales";53
2085;"2017-03-06 00:00:00";65;"Sales";85
2086;"2017-03-20 00:00:00";78;"Sales";69
2087;"2017-01-18 00:00:00";83;"Sales";69
2088;"2017-11-21 00:00:00";49;"Sales";22
2089;"2017-03-26 00:00:00";37;"Sales";9
2090;"2017-03-24 00:00:00";54;"Sales";14
2091;"2017-03-09 00:00:00";88;"Sales";79
2092;"2017-03-21 00:00:00";48;"Sales";11
2093;"2017-03-08 00:00:00";59;"Sales";43
2094;"2017-08-12 00:00:00";77;"Sales";9
2095;"2017-05-10 00:00:00";74;"Sales";7
2096;"2017-04-14 00:00:00";83;"Sales";100
2097;"2017-10-04 00:00:00";11;"Sales";17
2098;"2017-09-15 00:00:00";13;"Sales";30
2099;"2017-11-19 00:00:00";16;"Sales";79
2100;"2017-04-17 00:00:00";84;"Sales";98
2101;"2017-09-18 00:00:00";94;"Sales";29
2102;"2017-11-20 00:00:00";9;"Sales";50
2103;"2017-01-24 00:00:00";71;"Sales";95
2104;"2017-05-06 00:00:00";11;"Sales";88
2105;"2017-06-21 00:00:00";30;"Sales";13
2106;"2017-07-02 00:00:00";74;"Sales";87
2107;"2017-02-06 00:00:00";47;"Sales";66
2108;"2017-10-17 00:00:00";70;"Sales";3
2109;"2017-10-10 00:00:00";49;"Sales";85
2110;"2017-06-08 00:00:00";35;"Sales";52
2111;"2017-01-02 00:00:00";3;"Sales";7
2112;"2017-01-14 00:00:00";56;"Sales";52
2113;"2017-05-25 00:00:00";51;"Sales";56
2114;"2017-11-03 00:00:00";58;"Sales";73
2115;"2017-12-17 00:00:00";95;"Sales";3
2116;"2017-04-21 00:00:00";59;"Sales";55
2117;"2017-03-19 00:00:00";17;"Sales";29
2118;"2017-03-23 00:00:00";33;"Sales";31
2119;"2017-02-04 00:00:00";69;"Sales";37
2120;"2017-08-26 00:00:00";73;"Sales";11
2121;"2017-04-14 00:00:00";43;"Sales";79
2122;"2017-10-18 00:00:00";24;"Sales";49
2123;"2017-05-15 00:00:00";61;"Sales";83
2124;"2017-09-20 00:00:00";72;"Sales";52
2125;"2017-11-03 00:00:00";73;"Sales";80
2126;"2017-09-08 00:00:00";95;"Sales";51
2127;"2017-12-15 00:00:00";74;"Sales";37
2128;"2017-05-09 00:00:00";25;"Sales";98
2129;"2017-09-22 00:00:00";87;"Sales";72
2130;"2017-11-04 00:00:00";45;"Sales";11
2131;"2017-06-15 00:00:00";66;"Sales";60
2132;"2017-12-05 00:00:00";73;"Sales";68
2133;"2017-09-12 00:00:00";73;"Sales";36
2134;"2017-03-22 00:00:00";64;"Sales";65
2135;"2017-07-09 00:00:00";44;"Sales";58
2136;"2017-10-15 00:00:00";64;"Sales";67
2137;"2017-04-21 00:00:00";4;"Sales";21
2138;"2017-09-13 00:00:00";77;"Sales";85
2139;"2017-02-18 00:00:00";43;"Sales";7
2140;"2017-05-06 00:00:00";80;"Sales";6
2141;"2017-09-25 00:00:00";18;"Sales";73
2142;"2017-02-16 00:00:00";68;"Sales";68
2143;"2017-03-11 00:00:00";64;"Sales";39
2144;"2017-03-19 00:00:00";72;"Sales";28
2145;"2017-12-18 00:00:00";2;"Sales";24
2146;"2017-01-18 00:00:00";50;"Sales";45
2147;"2017-03-19 00:00:00";42;"Sales";44
2148;"2017-06-16 00:00:00";73;"Sales";89
2149;"2017-01-11 00:00:00";37;"Sales";46
2150;"2017-09-09 00:00:00";10;"Sales";28
2151;"2017-02-12 00:00:00";98;"Sales";10
2152;"2017-06-24 00:00:00";81;"Sales";12
2153;"2017-04-10 00:00:00";56;"Sales";41
2154;"2017-02-07 00:00:00";9;"Sales";89
2155;"2017-05-13 00:00:00";76;"Sales";80
2156;"2017-01-13 00:00:00";70;"Sales";76
2157;"2017-11-11 00:00:00";100;"Sales";71
2158;"2017-07-18 00:00:00";14;"Sales";58
2159;"2017-09-05 00:00:00";18;"Sales";45
2160;"2017-09-13 00:00:00";98;"Sales";42
2161;"2017-01-10 00:00:00";31;"Sales";72
2162;"2017-08-14 00:00:00";7;"Sales";50
2163;"2017-12-11 00:00:00";60;"Sales";67
2164;"2017-08-03 00:00:00";100;"Sales";42
2165;"2017-02-15 00:00:00";6;"Sales";45
2166;"2017-12-03 00:00:00";83;"Sales";21
2167;"2017-01-04 00:00:00";11;"Sales";97
2168;"2017-08-14 00:00:00";75;"Sales";6
2169;"2017-06-19 00:00:00";67;"Sales";87
2170;"2017-07-24 00:00:00";46;"Sales";27
2171;"2017-02-15 00:00:00";1;"Sales";77
2172;"2017-12-16 00:00:00";39;"Sales";49
2173;"2017-12-11 00:00:00";39;"Sales";7
2174;"2017-06-04 00:00:00";65;"Sales";71
2175;"2017-12-23 00:00:00";69;"Sales";1
2176;"2017-05-12 00:00:00";75;"Sales";81
2177;"2017-06-09 00:00:00";98;"Sales";89
2178;"2017-02-16 00:00:00";93;"Sales";54
2179;"2017-01-18 00:00:00";11;"Sales";58
2180;"2017-04-06 00:00:00";72;"Sales";29
2181;"2017-12-24 00:00:00";83;"Sales";77
2182;"2017-04-25 00:00:00";41;"Sales";18
2183;"2017-11-10 00:00:00";96;"Sales";4
2184;"2017-01-14 00:00:00";4;"Sales";28
2185;"2017-05-14 00:00:00";37;"Sales";56
2186;"2017-01-09 00:00:00";68;"Sales";72
2187;"2017-09-23 00:00:00";47;"Sales";26
2188;"2017-07-17 00:00:00";65;"Sales";56
2189;"2017-03-20 00:00:00";22;"Sales";74
2190;"2017-06-06 00:00:00";84;"Sales";81
2191;"2017-03-21 00:00:00";6;"Sales";12
2192;"2017-05-23 00:00:00";45;"Sales";94
2193;"2017-02-17 00:00:00";70;"Sales";59
2194;"2017-10-26 00:00:00";83;"Sales";75
2195;"2017-12-17 00:00:00";87;"Sales";86
2196;"2017-12-09 00:00:00";43;"Sales";66
2197;"2017-11-20 00:00:00";94;"Sales";41
2198;"2017-09-18 00:00:00";57;"Sales";85
2199;"2017-04-04 00:00:00";81;"Sales";38
2200;"2017-08-06 00:00:00";76;"Sales";71
2201;"2017-09-04 00:00:00";16;"Sales";64
2202;"2017-03-13 00:00:00";59;"Sales";37
2203;"2017-08-21 00:00:00";94;"Sales";73
2204;"2017-12-22 00:00:00";31;"Sales";90
2205;"2017-10-25 00:00:00";10;"Sales";16
2206;"2017-10-07 00:00:00";73;"Sales";61
2207;"2017-07-18 00:00:00";24;"Sales";75
2208;"2017-04-15 00:00:00";19;"Sales";81
2209;"2017-02-20 00:00:00";25;"Sales";10
2210;"2017-10-04 00:00:00";70;"Sales";10
2211;"2017-08-26 00:00:00";97;"Sales";87
2212;"2017-01-17 00:00:00";57;"Sales";5
2213;"2017-11-09 00:00:00";67;"Sales";98
2214;"2017-02-21 00:00:00";19;"Sales";81
2215;"2017-02-18 00:00:00";36;"Sales";19
2216;"2017-01-20 00:00:00";11;"Sales";68
2217;"2017-05-19 00:00:00";2;"Sales";42
2218;"2017-10-14 00:00:00";91;"Sales";85
2219;"2017-05-09 00:00:00";42;"Sales";38
2220;"2017-08-06 00:00:00";16;"Sales";24
2221;"2017-03-03 00:00:00";14;"Sales";1
2222;"2017-01-17 00:00:00";73;"Sales";40
2223;"2017-08-18 00:00:00";34;"Sales";82
2224;"2017-04-16 00:00:00";98;"Sales";98
2225;"2017-01-07 00:00:00";67;"Sales";86
2226;"2017-07-19 00:00:00";40;"Sales";72
2227;"2017-04-23 00:00:00";56;"Sales";70
2228;"2017-10-15 00:00:00";97;"Sales";91
2229;"2017-12-12 00:00:00";81;"Sales";32
2230;"2017-06-26 00:00:00";86;"Sales";95
2231;"2017-06-08 00:00:00";55;"Sales";78
2232;"2017-02-18 00:00:00";16;"Sales";2
2233;"2017-09-07 00:00:00";12;"Sales";5
2234;"2017-04-23 00:00:00";65;"Sales";87
2235;"2017-01-14 00:00:00";36;"Sales";8
2236;"2017-12-10 00:00:00";87;"Sales";42
2237;"2017-06-05 00:00:00";48;"Sales";81
2238;"2017-01-12 00:00:00";49;"Sales";42
2239;"2017-09-12 00:00:00";49;"Sales";94
2240;"2017-10-11 00:00:00";95;"Sales";15
2241;"2017-11-02 00:00:00";46;"Sales";93
2242;"2017-10-18 00:00:00";55;"Sales";72
2243;"2017-12-14 00:00:00";70;"Sales";48
2244;"2017-01-26 00:00:00";95;"Sales";52
2245;"2017-05-11 00:00:00";82;"Sales";14
2246;"2017-04-17 00:00:00";14;"Sales";7
2247;"2017-02-14 00:00:00";97;"Sales";10
2248;"2017-06-22 00:00:00";21;"Sales";87
2249;"2017-09-23 00:00:00";32;"Sales";86
2250;"2017-03-25 00:00:00";5;"Sales";45
2251;"2017-09-12 00:00:00";91;"Sales";71
2252;"2017-09-12 00:00:00";22;"Sales";23
2253;"2017-04-07 00:00:00";43;"Sales";12
2254;"2017-09-25 00:00:00";13;"Sales";77
2255;"2017-10-04 00:00:00";26;"Sales";19
2256;"2017-10-17 00:00:00";41;"Sales";82
2257;"2017-06-08 00:00:00";51;"Sales";68
2258;"2017-06-08 00:00:00";80;"Sales";86
2259;"2017-05-07 00:00:00";44;"Sales";48
2260;"2017-05-18 00:00:00";27;"Sales";6
2261;"2017-02-19 00:00:00";24;"Sales";82
2262;"2017-07-25 00:00:00";28;"Sales";95
2263;"2017-12-11 00:00:00";48;"Sales";76
2264;"2017-09-03 00:00:00";10;"Sales";74
2265;"2017-01-08 00:00:00";76;"Sales";28
2266;"2017-03-24 00:00:00";4;"Sales";81
2267;"2017-09-17 00:00:00";87;"Sales";96
2268;"2017-07-24 00:00:00";23;"Sales";47
2269;"2017-07-16 00:00:00";52;"Sales";46
2270;"2017-05-10 00:00:00";84;"Sales";14
2271;"2017-03-17 00:00:00";86;"Sales";17
2272;"2017-11-24 00:00:00";68;"Sales";80
2273;"2017-08-20 00:00:00";75;"Sales";65
2274;"2017-10-20 00:00:00";35;"Sales";1
2275;"2017-02-22 00:00:00";8;"Sales";5
2276;"2017-12-18 00:00:00";39;"Sales";43
2277;"2017-06-04 00:00:00";14;"Sales";19
2278;"2017-11-09 00:00:00";37;"Sales";27
2279;"2017-12-21 00:00:00";17;"Sales";75
2280;"2017-01-25 00:00:00";3;"Sales";49
2281;"2017-02-19 00:00:00";5;"Sales";10
2282;"2017-01-21 00:00:00";19;"Sales";58
2283;"2017-03-02 00:00:00";58;"Sales";74
2284;"2017-09-23 00:00:00";85;"Sales";56
2285;"2017-08-16 00:00:00";57;"Sales";43
2286;"2017-04-18 00:00:00";59;"Sales";15
2287;"2017-01-06 00:00:00";70;"Sales";15
2288;"2017-12-20 00:00:00";42;"Sales";63
2289;"2017-01-14 00:00:00";58;"Sales";26
2290;"2017-01-12 00:00:00";76;"Sales";74
2291;"2017-10-17 00:00:00";17;"Sales";99
2292;"2017-11-05 00:00:00";62;"Sales";36
2293;"2017-01-07 00:00:00";44;"Sales";31
2294;"2017-07-24 00:00:00";97;"Sales";11
2295;"2017-06-03 00:00:00";29;"Sales";45
2296;"2017-01-08 00:00:00";36;"Sales";25
2297;"2017-04-19 00:00:00";67;"Sales";11
2298;"2017-08-16 00:00:00";89;"Sales";91
2299;"2017-12-11 00:00:00";58;"Sales";97
2300;"2017-04-12 00:00:00";53;"Sales";33
2301;"2017-06-13 00:00:00";73;"Sales";28
2302;"2017-01-14 00:00:00";78;"Sales";43
2303;"2017-08-11 00:00:00";45;"Sales";24
2304;"2017-09-15 00:00:00";48;"Sales";96
2305;"2017-06-03 00:00:00";98;"Sales";83
2306;"2017-05-04 00:00:00";86;"Sales";25
2307;"2017-02-09 00:00:00";39;"Sales";26
2308;"2017-01-15 00:00:00";72;"Sales";27
2309;"2017-03-20 00:00:00";46;"Sales";13
2310;"2017-02-15 00:00:00";39;"Sales";62
2311;"2017-06-08 00:00:00";20;"Sales";23
2312;"2017-12-16 00:00:00";33;"Sales";38
2313;"2017-03-04 00:00:00";26;"Sales";86
2314;"2017-02-12 00:00:00";4;"Sales";41
2315;"2017-11-25 00:00:00";61;"Sales";90
2316;"2017-12-15 00:00:00";59;"Sales";3
2317;"2017-07-19 00:00:00";2;"Sales";82
2318;"2017-12-12 00:00:00";19;"Sales";33
2319;"2017-01-16 00:00:00";67;"Sales";39
2320;"2017-06-03 00:00:00";56;"Sales";69
2321;"2017-03-12 00:00:00";98;"Sales";90
2322;"2017-01-16 00:00:00";57;"Sales";79
2323;"2017-09-26 00:00:00";99;"Sales";52
2324;"2017-08-11 00:00:00";13;"Sales";11
2325;"2017-06-03 00:00:00";69;"Sales";25
2326;"2017-02-06 00:00:00";73;"Sales";12
2327;"2017-11-22 00:00:00";70;"Sales";87
2328;"2017-06-05 00:00:00";80;"Sales";63
2329;"2017-02-04 00:00:00";72;"Sales";87
2330;"2017-01-24 00:00:00";13;"Sales";32
2331;"2017-08-12 00:00:00";4;"Sales";96
2332;"2017-02-21 00:00:00";5;"Sales";19
2333;"2017-04-25 00:00:00";63;"Sales";44
2334;"2017-02-19 00:00:00";96;"Sales";100
2335;"2017-02-21 00:00:00";8;"Sales";14
2336;"2017-02-24 00:00:00";53;"Sales";21
2337;"2017-03-07 00:00:00";60;"Sales";11
2338;"2017-06-07 00:00:00";6;"Sales";18
2339;"2017-04-23 00:00:00";62;"Sales";58
2340;"2017-01-22 00:00:00";48;"Sales";95
2341;"2017-02-10 00:00:00";87;"Sales";80
2342;"2017-02-19 00:00:00";11;"Sales";77
2343;"2017-09-15 00:00:00";66;"Sales";69
2344;"2017-10-04 00:00:00";12;"Sales";91
2345;"2017-02-17 00:00:00";36;"Sales";24
2346;"2017-05-02 00:00:00";86;"Sales";87
2347;"2017-05-19 00:00:00";68;"Sales";58
2348;"2017-09-06 00:00:00";12;"Sales";95
2349;"2017-10-02 00:00:00";89;"Sales";26
2350;"2017-05-24 00:00:00";62;"Sales";54
2351;"2017-11-15 00:00:00";94;"Sales";94
2352;"2017-10-19 00:00:00";94;"Sales";15
2353;"2017-04-24 00:00:00";40;"Sales";19
2354;"2017-07-22 00:00:00";35;"Sales";17
2355;"2017-03-09 00:00:00";5;"Sales";72
2356;"2017-03-15 00:00:00";54;"Sales";23
2357;"2017-11-15 00:00:00";97;"Sales";99
2358;"2017-01-19 00:00:00";67;"Sales";15
2359;"2017-06-05 00:00:00";9;"Sales";33
2360;"2017-03-20 00:00:00";43;"Sales";34
2361;"2017-12-09 00:00:00";11;"Sales";87
2362;"2017-09-11 00:00:00";84;"Sales";5
2363;"2017-05-19 00:00:00";25;"Sales";39
2364;"2017-04-07 00:00:00";72;"Sales";44
2365;"2017-02-02 00:00:00";84;"Sales";4
2366;"2017-12-26 00:00:00";28;"Sales";93
2367;"2017-11-17 00:00:00";16;"Sales";41
2368;"2017-03-08 00:00:00";6;"Sales";33
2369;"2017-08-19 00:00:00";4;"Sales";90
2370;"2017-03-23 00:00:00";45;"Sales";14
2371;"2017-03-04 00:00:00";78;"Sales";94
2372;"2017-01-10 00:00:00";34;"Sales";67
2373;"2017-03-16 00:00:00";32;"Sales";81
2374;"2017-08-16 00:00:00";73;"Sales";66
2375;"2017-02-03 00:00:00";46;"Sales";99
2376;"2017-09-03 00:00:00";81;"Sales";7
2377;"2017-01-21 00:00:00";37;"Sales";71
2378;"2017-05-15 00:00:00";57;"Sales";45
2379;"2017-03-23 00:00:00";100;"Sales";15
2380;"2017-03-11 00:00:00";64;"Sales";11
2381;"2017-11-15 00:00:00";52;"Sales";21
2382;"2017-03-21 00:00:00";92;"Sales";81
2383;"2017-10-04 00:00:00";96;"Sales";56
2384;"2017-10-19 00:00:00";20;"Sales";6
2385;"2017-08-06 00:00:00";76;"Sales";5
2386;"2017-05-26 00:00:00";31;"Sales";8
2387;"2017-10-25 00:00:00";56;"Sales";62
2388;"2017-09-12 00:00:00";57;"Sales";8
2389;"2017-10-23 00:00:00";25;"Sales";9
2390;"2017-10-23 00:00:00";84;"Sales";52
2391;"2017-01-15 00:00:00";51;"Sales";12
2392;"2017-07-24 00:00:00";79;"Sales";44
2393;"2017-01-12 00:00:00";29;"Sales";64
2394;"2017-09-25 00:00:00";52;"Sales";89
2395;"2017-07-12 00:00:00";98;"Sales";17
2396;"2017-02-25 00:00:00";64;"Sales";38
2397;"2017-01-25 00:00:00";71;"Sales";81
2398;"2017-03-18 00:00:00";64;"Sales";54
2399;"2017-01-22 00:00:00";23;"Sales";88
2400;"2017-12-04 00:00:00";98;"Sales";11
2401;"2017-10-15 00:00:00";63;"Sales";43
2402;"2017-03-03 00:00:00";72;"Sales";42
2403;"2017-04-02 00:00:00";62;"Sales";80
2404;"2017-11-07 00:00:00";28;"Sales";38
2405;"2017-10-21 00:00:00";30;"Sales";55
2406;"2017-07-03 00:00:00";11;"Sales";75
2407;"2017-07-06 00:00:00";94;"Sales";87
2408;"2017-12-12 00:00:00";32;"Sales";36
2409;"2017-12-06 00:00:00";43;"Sales";32
2410;"2017-06-19 00:00:00";49;"Sales";78
2411;"2017-06-04 00:00:00";46;"Sales";21
2412;"2017-12-21 00:00:00";38;"Sales";77
2413;"2017-12-15 00:00:00";37;"Sales";27
2414;"2017-09-03 00:00:00";29;"Sales";33
2415;"2017-07-13 00:00:00";53;"Sales";66
2416;"2017-05-23 00:00:00";42;"Sales";70
2417;"2017-10-21 00:00:00";69;"Sales";82
2418;"2017-06-20 00:00:00";16;"Sales";93
2419;"2017-02-13 00:00:00";57;"Sales";88
2420;"2017-06-09 00:00:00";86;"Sales";75
2421;"2017-05-16 00:00:00";75;"Sales";59
2422;"2017-09-07 00:00:00";17;"Sales";58
2423;"2017-03-15 00:00:00";15;"Sales";87
2424;"2017-09-13 00:00:00";18;"Sales";45
2425;"2017-05-25 00:00:00";85;"Sales";32
2426;"2017-10-13 00:00:00";65;"Sales";84
2427;"2017-09-14 00:00:00";44;"Sales";61
2428;"2017-07-02 00:00:00";12;"Sales";12
2429;"2017-04-12 00:00:00";12;"Sales";12
2430;"2017-06-17 00:00:00";29;"Sales";22
2431;"2017-09-04 00:00:00";77;"Sales";38
2432;"2017-02-07 00:00:00";83;"Sales";97
2433;"2017-05-03 00:00:00";58;"Sales";76
2434;"2017-01-20 00:00:00";2;"Sales";51
2435;"2017-10-03 00:00:00";46;"Sales";37
2436;"2017-01-10 00:00:00";74;"Sales";60
2437;"2017-04-18 00:00:00";42;"Sales";70
2438;"2017-04-15 00:00:00";65;"Sales";75
2439;"2017-12-16 00:00:00";71;"Sales";13
2440;"2017-01-04 00:00:00";29;"Sales";88
2441;"2017-02-14 00:00:00";80;"Sales";29
2442;"2017-08-07 00:00:00";97;"Sales";56
2443;"2017-01-18 00:00:00";20;"Sales";1
2444;"2017-01-16 00:00:00";17;"Sales";71
2445;"2017-05-02 00:00:00";28;"Sales";84
2446;"2017-04-19 00:00:00";60;"Sales";10
2447;"2017-10-06 00:00:00";20;"Sales";15
2448;"2017-11-06 00:00:00";20;"Sales";19
2449;"2017-12-12 00:00:00";39;"Sales";5
2450;"2017-04-25 00:00:00";54;"Sales";38
2451;"2017-05-19 00:00:00";7;"Sales";90
2452;"2017-05-03 00:00:00";21;"Sales";22
2453;"2017-04-19 00:00:00";36;"Sales";29
