"OrderLineNumber";"OrderHeader_OrderNumber";"Quantity";"PricePerQty";"Item_ItemNumber"
3288;1098;5;"356";35
3289;1099;9;"407";44
3290;1099;10;"364";96
3291;1099;9;"202";88
3292;1100;5;"486";48
3293;1100;3;"473";77
3294;1100;1;"410";47
3295;1100;2;"269";83
3296;1101;1;"463";65
3297;1101;7;"450";23
3298;1101;5;"500";11
3299;1102;6;"451";67
3300;1102;2;"306";77
3301;1103;2;"481";73
3302;1103;3;"243";49
3303;1103;8;"479";48
3304;1103;9;"341";90
3305;1104;6;"398";88
3306;1105;2;"229";96
3307;1105;9;"460";96
3308;1105;4;"269";84
3309;1106;4;"358";69
3310;1106;8;"354";99
3311;1106;10;"209";88
3312;1106;1;"491";57
3313;1107;2;"409";13
3314;1107;9;"355";27
3315;1107;9;"417";42
3316;1107;2;"312";95
3317;1108;7;"421";95
3318;1109;2;"207";87
3319;1109;3;"366";56
3320;1109;1;"340";41
3321;1109;9;"453";60
3322;1109;8;"500";52
3323;1110;8;"291";22
3324;1110;6;"392";70
3325;1111;6;"471";35
3326;1111;8;"390";78
3327;1111;7;"331";7
3328;1111;2;"277";80
3329;1111;9;"456";90
3330;1112;7;"413";8
3331;1113;9;"277";20
3332;1114;5;"436";98
3333;1115;9;"309";15
3334;1115;2;"298";78
3335;1115;7;"380";68
3336;1115;10;"439";63
3337;1116;1;"389";38
3338;1117;3;"298";64
3339;1117;8;"349";76
3340;1117;7;"321";40
3341;1118;7;"284";4
3342;1118;8;"316";8
3343;1118;3;"469";26
3344;1118;2;"477";78
3345;1119;6;"458";41
3346;1120;4;"340";36
3347;1120;7;"225";51
3348;1120;9;"465";70
3349;1120;3;"469";82
3350;1121;4;"265";40
3351;1121;1;"350";60
3352;1121;6;"248";2
3353;1121;3;"406";48
3354;1121;4;"472";63
3355;1122;1;"243";56
3356;1123;5;"453";50
3357;1123;9;"288";36
3358;1124;9;"405";80
3359;1124;6;"301";19
3360;1125;3;"250";88
3361;1125;1;"423";58
3362;1125;3;"445";76
3363;1125;1;"258";80
3364;1126;9;"418";53
3365;1126;2;"355";16
3366;1126;4;"440";43
3367;1126;2;"209";51
3368;1126;8;"330";91
3369;1127;3;"472";49
3370;1127;9;"325";58
3371;1127;5;"378";77
3372;1128;8;"322";43
3373;1129;1;"313";47
3374;1129;1;"239";86
3375;1129;8;"426";96
3376;1129;9;"377";19
3377;1129;5;"425";100
3378;1130;5;"414";6
3379;1130;6;"260";59
3380;1130;6;"282";65
3381;1130;4;"468";22
3382;1130;8;"206";29
3383;1131;4;"341";26
3384;1131;7;"204";86
3385;1132;6;"342";31
3386;1132;5;"343";93
3387;1132;2;"350";53
3388;1132;4;"215";59
3389;1133;2;"412";34
3390;1133;8;"333";48
3391;1133;4;"270";39
3392;1134;5;"408";84
3393;1134;4;"357";89
3394;1134;9;"380";87
3395;1135;9;"444";34
3396;1136;3;"435";78
3397;1136;5;"406";54
3398;1136;2;"218";94
3399;1136;1;"365";71
3400;1136;2;"253";52
3401;1137;9;"460";65
3402;1138;9;"315";83
3403;1138;3;"351";49
3404;1139;8;"269";58
3405;1139;10;"300";56
3406;1139;9;"474";42
3407;1139;2;"297";72
3408;1140;6;"326";84
3409;1141;4;"278";59
3410;1141;6;"431";88
3411;1141;1;"281";91
3412;1142;10;"416";14
3413;1142;2;"304";71
3414;1142;2;"325";40
3415;1142;6;"302";9
3416;1143;9;"401";20
3417;1143;8;"309";21
3418;1143;9;"458";40
3419;1143;7;"420";1
3420;1143;9;"330";20
3421;1144;8;"488";88
3422;1144;3;"219";99
3423;1144;6;"250";14
3424;1145;10;"433";38
3425;1145;1;"485";67
3426;1146;6;"228";33
3427;1146;9;"486";57
3428;1147;7;"372";63
3429;1148;7;"339";23
3430;1148;6;"346";58
3431;1149;2;"371";48
3432;1149;8;"406";90
3433;1149;8;"469";13
3434;1149;10;"323";12
3435;1149;4;"376";48
3436;1150;7;"224";68
3437;1150;4;"216";63
3438;1150;8;"300";15
3439;1151;4;"208";11
3440;1151;3;"263";30
3441;1151;8;"421";98
3442;1151;5;"379";73
3443;1151;6;"457";14
3444;1152;10;"496";23
3445;1152;4;"445";43
3446;1152;6;"438";11
3447;1153;8;"404";65
3448;1153;9;"317";45
3449;1153;10;"395";70
3450;1154;1;"246";28
3451;1155;2;"332";4
3452;1155;6;"383";9
3453;1156;9;"308";13
3454;1157;10;"355";61
3455;1157;4;"342";38
3456;1157;7;"214";32
3457;1157;3;"286";33
3458;1158;2;"221";68
3459;1158;7;"444";37
3460;1158;2;"250";48
3461;1158;4;"329";62
3462;1158;3;"374";82
3463;1159;5;"325";61
3464;1160;10;"496";89
3465;1160;7;"216";33
3466;1160;2;"283";59
3467;1160;1;"338";52
3468;1161;6;"418";32
3469;1161;8;"405";56
3470;1162;8;"467";68
3471;1162;7;"385";71
3472;1162;1;"233";26
3473;1163;4;"309";42
3474;1163;10;"491";64
3475;1163;2;"469";81
3476;1164;1;"311";79
3477;1165;7;"330";36
3478;1166;5;"309";22
3479;1166;9;"226";31
3480;1166;10;"428";96
3481;1166;5;"348";60
3482;1166;7;"269";90
3483;1167;4;"378";53
3484;1167;9;"289";86
3485;1167;1;"222";54
3486;1167;1;"205";24
3487;1167;6;"415";3
3488;1168;7;"450";100
3489;1168;4;"291";3
3490;1168;1;"294";14
3491;1169;8;"248";37
3492;1169;8;"492";33
3493;1169;3;"448";27
3494;1169;7;"224";81
3495;1169;9;"482";75
3496;1170;10;"432";30
3497;1170;1;"352";6
3498;1171;9;"390";65
3499;1171;2;"402";5
3500;1171;4;"259";67
3501;1171;7;"402";22
3502;1171;4;"257";47
3503;1172;9;"461";22
3504;1173;6;"457";67
3505;1173;6;"207";6
3506;1174;9;"310";1
3507;1175;8;"306";19
3508;1175;8;"366";70
3509;1175;2;"494";99
3510;1175;3;"236";60
3511;1176;2;"440";14
3512;1176;8;"468";21
3513;1176;3;"333";60
3514;1177;10;"476";26
3515;1177;5;"409";70
3516;1177;1;"432";33
3517;1178;4;"269";51
3518;1178;6;"279";29
3519;1179;2;"365";41
3520;1180;9;"306";55
3521;1180;9;"335";88
3522;1180;2;"298";35
3523;1180;10;"470";72
3524;1181;5;"309";28
3525;1181;8;"334";95
3526;1181;8;"492";17
3527;1181;3;"436";76
3528;1182;9;"283";61
3529;1182;8;"452";4
3530;1183;2;"330";1
3531;1183;1;"324";83
3532;1183;3;"350";46
3533;1183;4;"287";81
3534;1183;6;"339";40
3535;1184;10;"278";50
3536;1185;5;"281";23
3537;1185;4;"243";81
3538;1186;3;"367";97
3539;1186;1;"299";19
3540;1186;6;"333";81
3541;1186;2;"437";18
3542;1186;4;"319";44
3543;1187;2;"238";81
3544;1187;6;"450";37
3545;1187;2;"386";23
3546;1187;3;"222";100
3547;1188;6;"394";30
3548;1188;6;"401";47
3549;1188;4;"361";27
3550;1188;6;"439";100
3551;1189;7;"332";6
3552;1189;10;"282";50
3553;1189;6;"484";38
3554;1190;6;"456";81
3555;1190;5;"461";67
3556;1190;3;"222";54
3557;1190;7;"453";64
3558;1190;1;"500";40
3559;1191;10;"403";38
3560;1192;1;"333";18
3561;1192;8;"234";98
3562;1192;8;"223";43
3563;1192;7;"405";36
3564;1193;6;"357";92
3565;1194;10;"318";12
3566;1194;5;"402";5
3567;1194;2;"389";61
3568;1194;8;"289";3
3569;1195;5;"407";6
3570;1195;5;"348";97
3571;1195;4;"372";74
3572;1195;1;"423";76
3573;1196;9;"377";94
3574;1196;6;"402";23
3575;1197;10;"211";18
3576;1197;8;"425";84
3577;1197;1;"457";59
3578;1197;1;"355";34
3579;1197;1;"437";90
3580;1198;1;"420";74
3581;1198;10;"278";74
3582;1199;3;"427";7
3583;1199;9;"485";21
3584;1199;1;"242";65
3585;1199;6;"394";79
3586;1200;5;"268";29
3587;1200;5;"265";59
3588;1200;9;"309";86
3589;1200;2;"400";72
3590;1201;9;"481";43
3591;1201;6;"231";53
3592;1201;5;"325";59
3593;1202;7;"382";100
3594;1202;7;"468";85
3595;1202;3;"467";43
3596;1203;7;"378";38
3597;1203;4;"417";90
3598;1204;10;"461";65
3599;1204;2;"266";44
3600;1204;2;"348";4
3601;1204;2;"446";23
3602;1204;2;"257";87
3603;1205;3;"246";54
3604;1206;3;"430";83
3605;1206;6;"372";54
3606;1206;2;"237";47
3607;1207;9;"268";17
3608;1207;8;"444";71
3609;1207;3;"277";40
3610;1207;9;"457";80
3611;1208;7;"303";42
3612;1209;9;"258";82
3613;1209;5;"247";24
3614;1209;5;"266";46
3615;1209;1;"452";74
3616;1209;3;"373";18
3617;1210;2;"476";23
3618;1210;4;"433";59
3619;1210;4;"421";63
3620;1210;8;"435";82
3621;1211;5;"220";29
3622;1212;7;"286";34
3623;1212;6;"489";68
3624;1212;4;"345";92
3625;1212;2;"362";60
3626;1212;3;"222";22
3627;1213;7;"244";75
3628;1213;8;"487";11
3629;1213;5;"316";1
3630;1213;4;"282";81
3631;1213;7;"303";59
3632;1214;1;"417";45
3633;1215;4;"246";15
3634;1216;5;"339";82
3635;1216;7;"200";16
3636;1216;3;"396";93
3637;1216;10;"453";93
3638;1217;2;"377";75
3639;1218;4;"275";49
3640;1218;6;"271";45
3641;1219;9;"401";29
3642;1219;2;"480";29
3643;1220;6;"478";23
3644;1220;5;"206";86
3645;1220;10;"210";90
3646;1221;7;"395";98
3647;1222;9;"341";100
3648;1223;6;"395";4
3649;1223;4;"221";16
3650;1223;1;"471";3
3651;1223;2;"310";73
3652;1224;5;"288";61
3653;1224;9;"478";91
3654;1224;5;"433";83
3655;1225;5;"430";24
3656;1225;2;"208";88
3657;1226;2;"419";25
3658;1226;2;"231";70
3659;1226;8;"260";43
3660;1226;4;"230";83
3661;1226;5;"312";39
3662;1227;4;"466";74
3663;1227;5;"432";46
3664;1227;9;"248";2
3665;1228;5;"230";93
3666;1228;5;"248";37
3667;1228;10;"265";12
3668;1228;3;"450";87
3669;1228;8;"488";94
3670;1229;1;"263";67
3671;1229;3;"319";26
3672;1230;4;"371";58
3673;1230;1;"400";80
3674;1230;5;"414";94
3675;1230;1;"310";92
3676;1230;7;"491";85
3677;1231;4;"236";99
3678;1231;4;"212";39
3679;1231;2;"454";89
3680;1231;10;"349";9
3681;1231;2;"391";34
3682;1232;9;"214";69
3683;1232;1;"217";10
3684;1232;6;"392";69
3685;1233;7;"251";45
3686;1234;1;"286";88
3687;1234;9;"347";49
3688;1234;9;"470";41
3689;1234;4;"478";92
3690;1235;8;"494";26
3691;1235;10;"390";6
3692;1235;6;"292";38
3693;1235;4;"487";26
3694;1236;5;"239";100
3695;1236;7;"209";32
3696;1237;1;"401";21
3697;1237;9;"349";5
3698;1237;6;"318";95
3699;1238;1;"403";59
3700;1238;5;"223";81
3701;1238;10;"204";98
3702;1238;6;"499";100
3703;1239;6;"394";68
3704;1239;6;"485";91
3705;1240;9;"212";42
3706;1240;3;"346";61
3707;1240;4;"414";39
3708;1240;7;"286";60
3709;1241;6;"391";72
3710;1242;2;"217";16
3711;1242;4;"227";92
3712;1242;4;"366";92
3713;1243;2;"452";21
3714;1243;3;"415";88
3715;1244;8;"216";55
3716;1244;9;"274";5
3717;1244;8;"256";79
3718;1244;10;"403";79
3719;1245;9;"318";63
3720;1245;5;"227";1
3721;1246;6;"384";75
3722;1246;5;"219";83
3723;1246;5;"394";49
3724;1247;9;"405";77
3725;1247;3;"346";29
3726;1247;4;"239";6
3727;1247;2;"298";89
3728;1247;2;"338";37
3729;1248;6;"241";87
3730;1248;10;"324";33
3731;1249;6;"424";47
3732;1249;9;"362";33
3733;1249;9;"482";54
3734;1249;10;"237";14
3735;1250;7;"391";27
3736;1250;2;"257";79
3737;1250;1;"400";11
3738;1250;7;"326";26
3739;1251;5;"207";27
3740;1251;3;"340";73
3741;1251;2;"268";24
3742;1251;9;"264";67
3743;1252;2;"222";85
3744;1253;5;"200";2
3745;1253;2;"354";79
3746;1254;2;"491";40
3747;1254;3;"379";22
3748;1254;10;"403";43
3749;1254;10;"279";1
3750;1254;4;"265";87
3751;1255;8;"450";50
3752;1255;10;"396";59
3753;1256;10;"318";7
3754;1257;9;"234";99
3755;1257;2;"367";46
3756;1257;10;"289";61
3757;1258;7;"335";70
3758;1258;10;"272";58
3759;1258;7;"403";27
3760;1259;9;"368";84
3761;1259;10;"282";60
3762;1259;2;"378";89
3763;1259;6;"493";42
3764;1260;1;"399";43
3765;1260;1;"237";30
3766;1260;5;"301";4
3767;1260;8;"222";100
3768;1261;3;"366";39
3769;1261;2;"395";25
3770;1261;1;"386";79
3771;1262;2;"482";65
3772;1262;10;"319";66
3773;1262;4;"280";10
3774;1262;1;"422";68
3775;1263;6;"281";39
3776;1263;9;"250";21
3777;1263;6;"232";80
3778;1263;3;"490";76
3779;1263;4;"489";51
3780;1264;6;"202";60
3781;1264;3;"303";70
3782;1264;1;"484";60
3783;1265;3;"493";37
3784;1266;3;"207";88
3785;1266;3;"326";10
3786;1266;4;"227";39
3787;1266;9;"434";1
3788;1267;9;"432";57
3789;1267;7;"205";98
3790;1268;10;"333";11
3791;1268;2;"447";69
3792;1269;1;"479";31
3793;1269;4;"381";24
3794;1269;5;"407";44
3795;1269;5;"211";34
3796;1270;7;"228";88
3797;1271;8;"383";59
3798;1271;10;"390";52
3799;1271;5;"202";50
3800;1271;6;"496";26
3801;1271;4;"352";14
3802;1272;9;"231";97
3803;1272;9;"272";72
3804;1272;1;"277";79
3805;1273;2;"356";11
3806;1273;9;"291";49
3807;1273;3;"241";18
3808;1273;3;"270";61
3809;1273;3;"299";80
3810;1274;3;"209";97
3811;1274;10;"252";39
3812;1274;6;"268";75
3813;1275;2;"287";46
3814;1275;5;"474";9
3815;1276;6;"274";76
3816;1276;5;"211";7
3817;1276;3;"269";15
3818;1276;6;"350";71
3819;1276;4;"265";72
3820;1277;1;"272";37
3821;1277;9;"259";28
3822;1277;10;"481";79
3823;1278;10;"373";51
3824;1278;6;"481";31
3825;1278;6;"298";29
3826;1278;2;"381";71
3827;1279;1;"382";28
3828;1280;4;"222";31
3829;1280;6;"263";48
3830;1280;2;"335";47
3831;1281;9;"482";66
3832;1281;6;"487";16
3833;1281;2;"237";31
3834;1281;8;"399";81
3835;1281;7;"407";21
3836;1282;5;"291";28
3837;1282;2;"299";73
3838;1283;3;"474";57
3839;1283;3;"324";75
3840;1283;5;"332";7
3841;1283;2;"220";17
3842;1283;6;"432";98
3843;1284;1;"252";45
3844;1284;3;"264";79
3845;1284;8;"306";95
3846;1284;7;"420";9
3847;1284;7;"352";4
3848;1285;9;"233";11
3849;1285;9;"373";92
3850;1286;7;"319";33
3851;1286;6;"258";49
3852;1286;6;"305";18
3853;1287;9;"485";60
3854;1287;4;"207";7
3855;1287;9;"379";98
3856;1288;3;"345";20
3857;1288;1;"356";93
3858;1288;10;"363";41
3859;1289;4;"276";34
3860;1289;3;"397";44
3861;1289;4;"451";100
3862;1290;2;"277";81
3863;1291;7;"259";75
3864;1292;1;"385";18
3865;1292;3;"249";4
3866;1293;4;"317";100
3867;1294;4;"218";44
3868;1294;4;"404";60
3869;1294;4;"263";94
3870;1294;4;"472";25
3871;1294;10;"480";72
3872;1295;2;"298";81
3873;1295;9;"409";93
3874;1295;2;"203";79
3875;1295;2;"438";65
3876;1295;4;"303";68
3877;1296;1;"296";67
3878;1296;5;"440";66
3879;1297;10;"294";45
3880;1297;2;"429";73
3881;1297;6;"244";83
3882;1297;6;"308";42
3883;1298;7;"434";88
3884;1298;9;"310";48
3885;1298;9;"282";70
3886;1298;6;"497";24
3887;1298;1;"382";10
3888;1299;8;"451";33
3889;1299;3;"331";49
3890;1299;10;"457";73
3891;1299;6;"284";27
3892;1299;4;"254";53
3893;1300;5;"383";14
3894;1300;7;"295";31
3895;1300;2;"497";1
3896;1300;5;"275";33
3897;1301;8;"466";67
3898;1301;1;"238";3
3899;1302;2;"203";87
3900;1303;9;"451";96
3901;1304;6;"369";62
3902;1305;10;"245";22
3903;1305;7;"410";69
3904;1305;9;"459";64
3905;1305;9;"295";73
3906;1306;4;"442";61
3907;1306;8;"480";80
3908;1306;3;"303";23
3909;1306;7;"314";5
3910;1306;5;"254";15
3911;1307;2;"413";56
3912;1307;3;"369";3
3913;1308;6;"271";50
3914;1308;10;"341";18
3915;1309;8;"289";75
3916;1309;2;"431";35
3917;1309;4;"397";89
3918;1309;5;"201";58
3919;1309;9;"295";86
3920;1310;10;"333";15
3921;1310;4;"294";66
3922;1310;10;"325";64
3923;1310;9;"236";78
3924;1310;5;"223";11
3925;1311;8;"338";44
3926;1311;9;"320";24
3927;1311;5;"313";48
3928;1311;4;"248";9
3929;1312;5;"277";81
3930;1313;2;"225";87
3931;1313;7;"370";3
3932;1313;7;"476";67
3933;1314;6;"397";57
3934;1315;6;"220";20
3935;1316;7;"339";89
3936;1317;6;"472";65
3937;1317;8;"302";27
3938;1317;8;"306";4
3939;1318;6;"399";18
3940;1318;7;"273";47
3941;1318;7;"286";1
3942;1319;2;"334";16
3943;1319;6;"246";37
3944;1320;9;"283";45
3945;1320;7;"329";81
3946;1320;2;"242";94
3947;1321;2;"224";35
3948;1321;5;"306";2
3949;1321;9;"284";58
3950;1321;1;"367";13
3951;1322;5;"245";25
3952;1322;3;"327";25
3953;1322;8;"447";91
3954;1322;1;"476";23
3955;1323;5;"214";11
3956;1323;3;"220";32
3957;1324;3;"320";31
3958;1324;5;"470";64
3959;1324;1;"484";49
3960;1325;8;"400";20
3961;1326;2;"483";50
3962;1326;4;"259";44
3963;1326;8;"306";38
3964;1327;7;"356";67
3965;1327;7;"255";97
3966;1328;5;"358";97
3967;1328;6;"252";24
3968;1328;2;"278";89
3969;1328;10;"466";86
3970;1328;1;"316";42
3971;1329;1;"332";4
3972;1330;1;"402";76
3973;1330;6;"290";38
3974;1330;9;"297";90
3975;1330;1;"488";96
3976;1331;5;"360";80
3977;1331;4;"409";36
3978;1331;8;"302";2
3979;1331;6;"290";41
3980;1332;10;"478";93
3981;1332;1;"422";58
3982;1332;6;"368";70
3983;1333;2;"432";76
3984;1333;10;"449";88
3985;1333;4;"209";51
3986;1333;9;"262";26
3987;1334;8;"487";75
3988;1334;9;"421";50
3989;1334;10;"245";40
3990;1334;3;"299";50
3991;1335;8;"326";69
3992;1335;5;"492";94
3993;1335;8;"442";72
3994;1335;4;"284";45
3995;1336;4;"466";86
3996;1336;7;"450";66
3997;1337;4;"431";97
3998;1338;4;"319";92
3999;1338;7;"413";69
4000;1338;5;"380";23
4001;1338;5;"441";33
4002;1338;7;"393";90
4003;1339;9;"248";13
4004;1339;7;"344";69
4005;1340;5;"395";92
4006;1340;3;"270";80
4007;1340;9;"444";69
4008;1340;3;"242";30
4009;1340;9;"346";100
4010;1341;1;"432";14
4011;1342;8;"430";63
4012;1342;6;"274";23
4013;1342;2;"418";97
4014;1342;8;"377";77
4015;1342;8;"343";46
4016;1343;3;"209";62
4017;1343;8;"378";87
4018;1343;6;"496";15
4019;1343;10;"356";90
4020;1344;3;"430";21
4021;1345;7;"202";88
4022;1345;8;"441";55
4023;1345;1;"224";70
4024;1346;10;"292";38
4025;1346;9;"411";16
4026;1347;10;"397";98
4027;1347;8;"323";19
4028;1347;5;"362";41
4029;1347;8;"262";89
4030;1347;1;"365";21
4031;1348;9;"200";13
4032;1349;5;"463";98
4033;1349;4;"403";3
4034;1349;9;"227";5
4035;1350;5;"479";56
4036;1350;10;"294";21
4037;1351;5;"402";27
4038;1351;8;"495";90
4039;1351;1;"480";92
4040;1351;2;"253";76
4041;1351;7;"444";44
4042;1352;4;"380";27
4043;1352;5;"329";22
4044;1353;1;"274";80
4045;1353;7;"322";49
4046;1354;5;"378";57
4047;1354;6;"474";93
4048;1354;4;"442";55
4049;1354;1;"394";73
4050;1355;3;"239";59
4051;1355;9;"446";3
4052;1356;9;"351";76
4053;1356;3;"312";43
4054;1356;2;"441";76
4055;1357;7;"437";100
4056;1357;7;"443";28
4057;1357;9;"447";50
4058;1357;1;"303";41
4059;1357;8;"419";58
4060;1358;5;"217";91
4061;1358;3;"221";19
4062;1358;7;"297";51
4063;1358;5;"328";69
4064;1359;3;"457";8
4065;1359;6;"430";83
4066;1359;5;"387";20
4067;1360;10;"399";98
4068;1361;10;"448";96
4069;1361;3;"395";94
4070;1361;5;"232";28
4071;1361;4;"200";53
4072;1362;3;"341";8
4073;1362;1;"316";17
4074;1362;7;"334";29
4075;1362;4;"492";87
4076;1362;10;"397";23
4077;1363;8;"200";32
4078;1364;1;"439";61
4079;1365;9;"464";16
4080;1365;10;"301";41
4081;1365;5;"220";74
4082;1366;9;"230";53
4083;1366;2;"244";22
4084;1366;9;"221";22
4085;1366;2;"273";1
4086;1366;7;"346";63
4087;1367;4;"309";1
4088;1367;4;"228";20
4089;1367;9;"486";14
4090;1367;7;"406";46
4091;1368;2;"381";27
4092;1369;10;"323";2
4093;1369;4;"500";80
4094;1369;1;"367";9
4095;1369;7;"303";95
4096;1370;4;"401";33
4097;1370;3;"258";70
4098;1370;5;"208";95
4099;1370;1;"209";35
4100;1370;10;"431";83
4101;1371;1;"297";94
4102;1371;8;"231";23
4103;1371;3;"406";45
4104;1372;2;"484";8
4105;1373;3;"288";47
4106;1373;2;"282";10
4107;1373;7;"311";45
4108;1373;1;"359";16
4109;1373;2;"226";31
4110;1374;2;"454";88
4111;1374;1;"279";9
4112;1374;5;"496";14
4113;1375;9;"235";17
4114;1376;9;"436";75
4115;1376;2;"373";17
4116;1377;10;"455";21
4117;1377;7;"425";38
4118;1377;3;"324";67
4119;1377;2;"451";70
4120;1378;1;"339";79
4121;1379;2;"279";68
4122;1379;3;"286";73
4123;1380;4;"292";100
4124;1380;4;"242";19
4125;1380;3;"286";98
4126;1381;4;"427";63
4127;1382;2;"391";6
4128;1382;4;"341";68
4129;1382;7;"255";26
4130;1383;4;"352";38
4131;1383;4;"275";45
4132;1383;9;"326";42
4133;1383;3;"275";74
4134;1383;4;"416";65
4135;1384;10;"246";54
4136;1384;1;"454";49
4137;1384;6;"242";45
4138;1384;7;"322";72
4139;1385;8;"455";32
4140;1386;3;"284";89
4141;1386;7;"428";20
4142;1386;9;"349";90
4143;1386;10;"428";1
4144;1386;9;"253";7
4145;1387;10;"463";2
4146;1388;2;"258";62
4147;1388;6;"234";3
4148;1389;4;"413";29
4149;1390;4;"466";32
4150;1390;5;"338";8
4151;1391;7;"302";91
4152;1391;6;"332";6
4153;1391;6;"219";52
4154;1392;4;"262";56
4155;1393;6;"329";79
4156;1393;5;"376";70
4157;1393;5;"306";46
4158;1393;8;"268";75
4159;1394;2;"348";23
4160;1394;10;"463";62
4161;1394;1;"353";60
4162;1395;8;"297";48
4163;1395;3;"339";84
4164;1395;4;"239";66
4165;1395;7;"498";71
4166;1395;7;"397";96
4167;1396;5;"382";53
4168;1396;10;"410";55
4169;1396;3;"293";3
4170;1396;10;"254";9
4171;1397;8;"345";60
4172;1397;5;"444";86
4173;1397;10;"462";38
4174;1397;1;"292";60
4175;1398;1;"305";97
4176;1398;6;"225";93
4177;1398;10;"455";40
4178;1398;7;"207";40
4179;1398;2;"204";45
4180;1399;10;"482";83
4181;1400;8;"295";39
4182;1400;5;"417";61
4183;1401;3;"463";79
4184;1401;8;"358";47
4185;1401;6;"425";50
4186;1401;8;"288";22
4187;1402;8;"418";77
4188;1403;5;"391";19
4189;1403;2;"310";70
4190;1404;8;"479";38
4191;1405;5;"415";45
4192;1406;7;"240";51
4193;1407;3;"361";52
4194;1408;5;"386";99
4195;1409;7;"282";61
4196;1410;9;"262";52
4197;1411;2;"476";69
4198;1411;7;"319";17
4199;1411;6;"365";52
4200;1411;3;"386";1
4201;1411;8;"477";100
4202;1412;2;"378";52
4203;1413;8;"434";1
4204;1414;5;"221";31
4205;1415;6;"319";84
4206;1415;4;"480";100
4207;1415;10;"420";93
4208;1415;2;"230";79
4209;1415;1;"327";68
4210;1416;6;"211";17
4211;1416;7;"200";43
4212;1416;8;"278";98
4213;1416;9;"482";56
4214;1416;4;"430";24
4215;1417;10;"331";97
4216;1417;3;"261";93
4217;1417;8;"438";30
4218;1417;3;"291";76
4219;1417;8;"378";58
4220;1418;6;"405";35
4221;1419;1;"265";80
4222;1419;7;"344";4
4223;1419;2;"267";37
4224;1419;10;"302";43
4225;1419;8;"382";12
4226;1420;2;"308";1
4227;1421;6;"242";29
4228;1422;7;"454";9
4229;1422;9;"250";29
4230;1422;3;"288";81
4231;1422;10;"395";98
4232;1422;1;"242";20
4233;1423;7;"335";76
4234;1423;8;"490";78
4235;1423;9;"274";18
4236;1423;10;"244";46
4237;1424;7;"302";22
4238;1425;9;"218";75
4239;1425;3;"296";97
4240;1426;7;"379";93
4241;1427;5;"422";31
4242;1427;9;"345";69
4243;1427;5;"417";45
4244;1427;7;"417";33
4245;1428;6;"331";2
4246;1428;2;"458";57
4247;1429;5;"472";59
4248;1429;4;"239";19
4249;1430;9;"260";47
4250;1430;2;"329";7
4251;1430;7;"261";20
4252;1431;9;"379";52
4253;1432;3;"387";47
4254;1432;9;"292";85
4255;1432;9;"376";48
4256;1432;7;"210";96
4257;1433;7;"330";69
4258;1433;1;"470";30
4259;1433;3;"215";99
4260;1433;9;"254";87
4261;1433;2;"451";10
4262;1434;9;"314";66
4263;1434;6;"307";63
4264;1434;8;"255";56
4265;1434;5;"287";15
4266;1434;7;"301";86
4267;1435;7;"349";96
4268;1435;3;"338";13
4269;1435;5;"369";65
4270;1435;9;"274";77
4271;1435;8;"373";90
4272;1436;10;"264";100
4273;1436;5;"376";15
4274;1437;7;"244";58
4275;1437;6;"403";30
4276;1437;5;"202";9
4277;1437;6;"372";96
4278;1437;2;"294";45
4279;1438;5;"357";24
4280;1438;7;"417";92
4281;1439;4;"245";3
4282;1440;1;"329";27
4283;1440;5;"478";89
4284;1440;8;"471";88
4285;1441;2;"456";41
4286;1441;10;"300";1
4287;1441;10;"240";7
4288;1441;6;"271";76
4289;1441;7;"382";18
4290;1442;7;"393";55
4291;1442;9;"226";58
4292;1442;6;"337";80
4293;1442;8;"278";3
4294;1443;1;"289";23
4295;1443;10;"224";51
4296;1443;2;"241";42
4297;1443;3;"296";67
4298;1444;5;"381";24
4299;1444;2;"351";40
4300;1444;7;"413";53
4301;1444;10;"240";71
4302;1444;10;"203";26
4303;1445;7;"348";32
4304;1446;4;"491";33
4305;1446;9;"433";74
4306;1447;8;"271";20
4307;1447;8;"395";66
4308;1447;2;"351";12
4309;1447;4;"361";67
4310;1447;9;"226";60
4311;1448;5;"331";17
4312;1448;9;"362";44
4313;1448;6;"382";3
4314;1448;10;"469";93
4315;1448;1;"367";33
4316;1449;7;"346";35
4317;1449;9;"406";5
4318;1449;3;"211";7
4319;1450;5;"420";80
4320;1450;6;"337";27
4321;1450;9;"367";78
4322;1450;8;"411";18
4323;1451;3;"410";78
4324;1451;6;"446";77
4325;1451;8;"467";78
4326;1451;10;"434";83
4327;1452;7;"370";90
4328;1452;1;"237";78
4329;1452;8;"477";13
4330;1452;4;"241";27
4331;1452;3;"480";10
4332;1453;8;"481";34
4333;1453;3;"486";39
4334;1453;6;"291";65
4335;1453;9;"422";92
4336;1453;8;"276";33
4337;1454;5;"291";42
4338;1454;7;"354";62
4339;1455;9;"209";3
4340;1455;3;"205";19
4341;1455;6;"236";96
4342;1455;1;"224";31
4343;1455;2;"390";92
4344;1456;1;"228";12
4345;1457;8;"282";10
4346;1457;4;"205";38
4347;1458;8;"209";92
4348;1458;7;"317";59
4349;1459;8;"275";11
4350;1459;7;"319";13
4351;1459;5;"477";68
4352;1459;5;"424";85
4353;1460;6;"359";42
4354;1460;7;"229";30
4355;1460;1;"259";76
4356;1460;7;"415";71
4357;1460;9;"303";45
4358;1461;2;"226";32
4359;1462;3;"251";69
4360;1462;3;"238";60
